Run,Slug,Run flag,Run type,Prompt Plots Exist,Prompt JAPAN Exists,Prompt Summary Exists,Prompt BCM Exists,Prompt Ratecheck Exists,Prompt Postpan ROOT Exists,Prompt Postpan Overload ROOT Exists,Prompt Postpan Summary Exists,Agg ROOT File Exists,BMOD Cycle Check Exists,BMOD Cycles Plots Exists,BMOD Sens csv Exists,BMOD AD Plots Exists,BMOD Slopes Exists
6242,132,None,Calibration,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6248,132,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6249,132,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6252,132,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6255,132,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6256,132,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6257,132,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6258,132,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6259,132,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6284,133,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6285,133,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6314,133,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6315,133,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6316,133,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6317,133,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6318,133,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6319,133,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6320,134,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6321,134,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6328,134,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6329,134,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6330,134,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6331,134,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6332,134,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6333,134,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6334,134,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6344,4000,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6345,4000,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6346,4001,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6347,4001,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6348,4001,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6349,4002,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6350,4002,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6351,4003,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6352,4003,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6353,4004,None,Calibration,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6354,4004,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6355,4004,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6356,4005,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6357,4005,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6359,4006,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6360,4006,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6361,4007,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6362,4007,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6363,4007,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6367,4008,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6368,4008,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6369,4008,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6370,4008,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6371,4008,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6372,4009,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6373,4009,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6374,4009,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6375,4009,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6376,4009,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6377,4008,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6378,4008,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6380,4010,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6381,4010,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6382,4010,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6383,4011,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6384,4011,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6385,4011,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6386,4012,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6387,4012,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6388,4012,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6389,4013,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6390,4013,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6391,4013,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6394,4014,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6395,4014,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6396,4014,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6398,4015,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6399,4015,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6400,4015,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6401,4016,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6402,4016,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6403,4017,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6404,4017,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6405,4018,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6406,4018,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6407,4019,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6408,4019,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6424,135,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6427,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6428,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6429,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6430,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6431,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6432,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6433,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6434,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6435,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6436,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6437,135,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6439,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6440,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6441,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6443,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6444,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6445,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6446,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6447,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6448,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6449,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6451,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6452,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6455,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6456,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6457,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6458,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6459,136,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6460,137,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6461,137,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6462,137,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6463,137,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6464,137,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6503,138,None,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6513,138,None,Production,1,1,1,1,0,1,1,1,0,0,0,0,1,0
6514,138,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6515,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6516,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6517,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6518,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6519,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6520,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6522,138,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6526,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6527,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6528,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6529,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6530,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6531,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6532,138,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6533,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6534,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6535,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6536,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6537,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6538,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6539,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6540,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6541,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6542,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6543,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6544,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6545,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6558,139,None,Calibration,1,1,1,1,0,1,1,1,0,0,0,0,1,0
6559,139,None,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6560,139,None,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6561,139,None,Calibration,1,1,1,1,0,1,1,1,0,0,0,0,1,0
6562,139,None,Calibration,1,1,1,1,0,1,1,1,0,0,0,0,1,0
6563,139,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6564,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6565,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6566,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6567,139,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6571,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6572,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6573,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6574,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6575,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6576,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6577,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6578,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6579,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6580,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6581,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6582,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6583,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6584,140,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6585,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6586,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6587,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6588,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6589,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6590,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6591,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6592,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6593,141,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6594,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6595,141,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6596,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6597,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6598,141,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6599,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6600,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6607,142,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6608,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6610,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6612,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6613,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6614,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6615,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6616,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6617,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6618,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6619,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6620,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6621,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6622,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6623,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6624,143,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6625,143,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6627,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6628,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6629,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6630,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6631,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6632,142,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6633,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6636,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6637,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6638,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6639,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6644,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6645,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6646,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6647,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6650,144,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6662,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6663,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6664,144,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6665,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6666,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6667,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6668,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6669,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6670,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6671,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6672,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6673,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6685,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6691,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6693,145,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6694,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6695,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6696,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6697,145,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6711,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6712,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6713,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6723,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6724,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6725,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6726,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6727,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6728,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6729,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6730,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6731,146,Good,Calibration,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6732,146,Good,Calibration,1,1,1,1,0,1,1,1,0,0,0,0,1,0
6733,146,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6734,146,Good,Calibration,1,1,1,1,0,1,1,1,0,0,1,0,1,0
6735,146,None,Calibration,1,1,1,1,0,1,1,1,0,0,1,0,1,0
6736,146,None,Calibration,1,1,1,1,0,1,1,1,0,0,1,0,1,0
6739,146,None,Calibration,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6753,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6754,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6755,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6756,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6758,146,Good,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6759,146,Good,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6762,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6764,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6765,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6766,146,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6767,146,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6768,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6769,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6781,146,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6782,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6783,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6784,Fail,Fail,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6785,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6786,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6787,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6788,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6789,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6790,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6791,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6792,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6793,147,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6794,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6795,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6796,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6797,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6798,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6799,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6800,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6801,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6802,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6803,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6804,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6805,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6806,148,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6808,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6809,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6810,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6811,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6816,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6817,149,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6818,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6819,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6820,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6821,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6822,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6823,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6824,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6825,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6826,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6827,150,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6852,151,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6853,151,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6854,151,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6864,151,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6865,151,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
